Id	Character	Name	Ability Name	Ability Element	Ability Pot. %	Ability Range	Ability Text	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Custom	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Custom	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Custom	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Custom	Effect3_Duration	Effect3_Extend	Effect3_Pot	Effect3_PotMax	Effect3_Range	Effect3_Type	Effect4	Effect4_Custom	Effect4_Duration	Effect4_Extend	Effect4_Pot	Effect4_Range	Effect4_Type	Effect5	Effect5_Custom	Effect5_Extend	Effect5_Pot	Effect5_PotMax	Effect5_Range	Effect5_Type	GachaType	Initial Charge Time	MateriaSupport0	MateriaSupport1	MateriaSupport2	Recharge Time	Use Count
9008	Cid	Radiant Lance	Flying Spiral	Non-Elemental	750.0	Single Enemy	Deal 750.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIncreases Command Gauge [Pot: 20.0%] \n[Crit rate:10.0%] 	Phys.	4		Increases Command Gauge						20.0%		Self	TacticsGaugeChangeEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		ATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
9010	Cid	Dragoon Lance	Spark Stick	Lightning	670.0	All Enemies	Deal 670.0% Mag. Lightning damage [Rng: All Enemies] \nWhen HP is greater than 50.0%, Lightning Resistance Down [Pot: Mid] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen debuff is on target, x1.2 damage \n{Spade Customization} Applies Exploit Weakness [Pot: 30.0%] [Rng: All Allies] [Dur: 30s] [Ext: 10s] 	Mag.	4		Lightning Resistance Down	When HP is greater than 50.0%		30		10	Mid	High	All Enemies	BuffDebuff	Multiply Damage	When debuff is on target					120.0%		All Enemies	AdditionalEffect	Exploit Weakness		Spade	30		10	30.0%		All Allies	StatusChangeEffect																								Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
9011	Cid	Scimitar	Dragon's Spirit	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nPATK Up [Pot: Mid] [Rng: Single Ally] [Dur: 30s] [Ext: 10s] [Max pot: High] \nMATK Up [Pot: Mid] [Rng: Single Ally] [Dur: 30s] [Ext: 10s] [Max pot: High] \nIce Damage Up [Pot: Mid] [Rng: Single Ally] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		PATK Up			30		10	Mid	High	Single Ally	BuffDebuff	MATK Up			30		10	Mid	High	Single Ally	BuffDebuff	Ice Damage Up			30		10	Mid	High	Single Ally	BuffDebuff																								Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
9012	Cid	Flayer	Heavy Swing	Non-Elemental	420.0	Single Enemy	Deal 420.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nOn first use, Applies Status Ailment: Stop [Rng: Single Enemy] [Dur: 5s] [Ext: 3s]\n[Crit rate:10.0%] 	Phys.	3	◊ Diamond	Status Ailment: Stop	On first use		5		3			Single Enemy	StatusConditionEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		PATK Boost I	MATK Boost I	PATK Boost I		No limit
9015	Cid	Rocket Lance	Cosmic Burst	Non-Elemental	620.0	Single Enemy	Deal 620.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nApplies Status Ailment: Enfeeble [Rng: Single Enemy] [Dur: 70s] [Ext: 14s]\nIce Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 35s] [Ext: 11s] [Max pot: High] \n[Crit rate:10.0%] 	Mag.	4		Status Ailment: Enfeeble			70		14			Single Enemy	StatusConditionEffect	Ice Resistance Down			35		11	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
9016	Cid	Mop	Cleaning Mop	Non-Elemental	540.0	All Enemies	Deal 540.0% Phys. Non-Elemental damage [Rng: All Enemies] \nOn first use, Applies Status Ailment: Stop [Rng: All Enemies] [Dur: 5s] [Ext: 3s]\n[Crit rate:10.0%] 	Phys.	4		Status Ailment: Stop	On first use		5		3			All Enemies	StatusConditionEffect	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Guild		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
9018	Cid	Ultimate Spear	Ult. Dragon's Spirit	Heal	5.0	Single Ally	Mag. heal is cast [5.0% of Healing Pot.] [Rng: Single Ally] \nIncreases Limit Gauge 20.0% [Rng: Single Ally] \nPATK Up [Pot: High] [Rng: Single Ally] [Dur: 30s] [Ext: 30s] [Max pot: High] 	Mag.	0		Increases Limit Gauge						20.0%		Single Ally	SpecialGaugeChangeEffect	PATK Up			30		30	High	High	Single Ally	BuffDebuff																																		Ultimate	30				30	1
9019	Cid	Odin Spear	Aerora Surge	Wind	450.0	Single Enemy	Deal 450.0% Mag. Wind damage [Rng: Single Enemy] 	Mag.	4																																																							Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
9020	Cid	Lance of the Hunt	Blizzara Surge A	Ice	290.0	All Enemies	Deal 290.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
9024	Cid	Captain's Spear	Armora Breach Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
9025	Cid	Venus Gospel	Call & Response	Non-Elemental	2000.0	Single Enemy	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nApplies Phys. Weapon Boost [Pot: 30.0%] [Rng: All Allies] [Dur: 60s] [Ext: 60s] \nApplies Mag. Weapon Boost [Pot: 30.0%] [Rng: All Allies] [Dur: 60s] [Ext: 60s] \n+2 ATB Gauge [Rng: All Allies] 	Phys./Mag.	0		Phys. Weapon Boost			60		60	30.0%		All Allies	StatusChangeEffect	Mag. Weapon Boost			60		60	30.0%		All Allies	StatusChangeEffect	ATB+						2		All Allies	AtbChangeEffect																								Ultimate	20				60	2
9026	Cid	Antler Pike	Holidays Spark	Lightning	920.0	Single Enemy	Deal 920.0% Phys. Lightning damage [Rng: Single Enemy] \nApplies Lightning Damage Bonus [Pot: 30.0%] [Rng: All Allies] [Dur: 25s] [Ext: 8s] \nOn first use, +2 ATB Gauge [Rng: All Allies] 	Phys.	4		Lightning Damage Bonus			25		8	30.0%		All Allies	StatusChangeEffect	ATB+	On first use					2		All Allies	AtbChangeEffect																																		Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
9028	Cid	Patissier's Spear	Icicle Candy	Ice	920.0	Single Enemy	Deal 920.0% Phys. Ice damage [Rng: Single Enemy] \nPATK Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 70.0%, Applies Ice Damage Bonus [Pot: 30.0%] [Rng: All Allies] [Dur: 25s] [Ext: 8s] 	Phys.	4		PATK Down			30		10	High	High	Single Enemy	BuffDebuff	Ice Damage Bonus	When HP is greater than 70.0%		25		8	30.0%		All Allies	StatusChangeEffect																																		Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
9029	Cid	Festive Spear	Thundara Surge A	Lightning	290.0	All Enemies	Deal 290.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
9030	Cid	Grinding Gear	Orbital Slice	Earth	780.0	All Enemies	Deal 780.0% Phys. Earth damage [Rng: All Enemies] \nEarth Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, Applies Status Ailment: Enfeeble [Rng: All Enemies] [Dur: 60s] [Ext: 20s]\n{Spade Customization} Applies HP Gain [When triggered: restores 8.0% of target's max HP] [Rng: All Allies] [Dur: 30s] [Ext: 0s] 	Phys.	4		Earth Damage Up			30		10	Mid	High	All Allies	BuffDebuff	Status Ailment: Enfeeble	When HP is greater than 50.0%		60		20			All Enemies	StatusConditionEffect	HP Gain		Spade	30		0	8.0%		All Allies	StatusChangeEffect																								Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
20001	Zack	Type-99 Longsword	Rapid Slash	Non-Elemental	750.0	Single Enemy	Deal 750.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4	◯ Circle	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
20002	Zack	Buster Sword Origin	High Braver++	Non-Elemental	860.0	Single Enemy	Deal 860.0% Phys. Non-Elemental damage [Rng: Single Enemy] 	Phys.	4																																																							Event		PATK Boost I	PATK Boost I	PATK Boost I		No limit
20003	Zack	Beach Parasol	Magic Ray	Non-Elemental	560.0	Single Enemy	Deal 560.0% Mag. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Mag.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
20004	Zack	Enhance Sword (Z)	Healing Vortex	Heal	143.0	Single Ally	Mag. heal is cast [143.0% of Healing Pot.] [Rng: Single Ally] 	Mag.	5																																																							Featured		ATK Boost I	MATK Boost I	ATK Boost (Lightning) I		No limit
20005	Zack	Defender	Spirit Burst	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nPDEF Up [Pot: High] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] \nApplies Regen [Rng: Single Ally] [Dur: 9s] [Ext: 3s] 	Mag.	4		PDEF Up			38		12	High	High	Single Ally	BuffDebuff	Regen			9		3	30.0%		Single Ally	StatusChangeEffect																																		Featured		ATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
20006	Zack	Crystal Sword (Z)	Firaga A	Fire	520.0	All Enemies	Deal 520.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																																							Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
20007	Zack	Falchion	Gale Blast	Wind	520.0	All Enemies	Deal 520.0% Phys. Wind damage [Rng: All Enemies] 	Phys.	4																																																							Featured		ATK Boost I	ATK Boost I	PATK Boost I		No limit
20008	Zack	Zweihander	Slashing Thrust	Non-Elemental	940.0	Single Enemy	Deal 940.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Featured		ATK Boost I	PATK Boost I	HEAL Boost I		No limit
20009	Zack	Arc Sword	Homing Blast	Non-Elemental	510.0	Single Enemy	Deal 510.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nMDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Mag.	4		MDEF Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
20010	Zack	Cutlass	Destructive Swipe	Non-Elemental	510.0	Single Enemy	Deal 510.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		PDEF Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
20011	Zack	Ceremonial Sword (Z)	Ceremonial Slice	Non-Elemental	1400.0	Single Enemy	Deal 1400.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nPATK Up [Pot: High] [Rng: Self] [Dur: 35s] [Ext: 7s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	5		PATK Up			35		7	High	High	Self	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
20012	Zack	Battering Sword	X-Gale	Wind	1340.0	Single Enemy	Deal 1340.0% Mag. Wind damage [Rng: Single Enemy] \nApplies Wind Damage Bonus [Pot: 30.0%] [Rng: All Allies] [Dur: 25s] [Ext: 8s] 	Mag.	4		Wind Damage Bonus			25		8	30.0%		All Allies	StatusChangeEffect																																												Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20013	Zack	Bouquet	Floral Flourish	Non-Elemental	400.0	Single Enemy	Deal 400.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Guild		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20014	Zack	Pressure Ridge	Freezing Cleave	Ice	620.0	Single Enemy	Deal 620.0% Phys. Ice damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, Ice Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \n{Spade Customization} When hitting target's weakness, Applies Status Ailment: Single-Tgt. Phys. Dmg. Rcvd. Up [Rng: Single Enemy] [Pot: 40.0%] [Dur: 30s] [Ext: 10s]\n{Spade Customization} When debuff is on target, x1.5 damage 	Phys.	4		Ice Resistance Down	When HP is greater than 50.0%		30		10	High	High	Single Enemy	BuffDebuff	Status Ailment: Single-Tgt. Phys. Dmg. Rcvd. Up	When hitting target's weakness	Spade	30		10	40.0%		Single Enemy	StatusConditionEffect	Multiply Damage	When debuff is on target	Spade				150.0%		Single Enemy	AdditionalEffect																								Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20015	Zack	Iron Greatsword	Spiral Swing	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
20016	Zack	Ifrit's Sword	Fira Surge	Fire	450.0	Single Enemy	Deal 450.0% Mag. Fire damage [Rng: Single Enemy] 	Mag.	4																																																							Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
20018	Zack	Twinkling Star	Dual Onslaught	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, PDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		MATK Down			30		10	Mid	High	Single Enemy	BuffDebuff	PDEF Down	When HP is greater than 50.0%		30		10	Mid	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		PATK Boost I	PATK Boost I	All (Cure Spells) I		No limit
20019	Zack	Black Whiskers	Swirl Drop	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: Mid] \n[Crit rate:10.0%] \nWater Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		PDEF Down			30		10	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect	Water Resistance Down			30		10	Mid	High	Single Enemy	BuffDebuff																								Featured		PATK Boost I	ATK Boost (Water) I	△ Triangle Boost I (+2)		No limit
20020	Zack	Stream Guard	Igniting Stream	Fire	1020.0	Single Enemy	Deal 1020.0% Mag. Fire damage [Rng: Single Enemy] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \nMATK Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] 	Mag.	4		MDEF Down			25		8	Mid	High	Single Enemy	BuffDebuff	MATK Up			25		8	Mid	High	All Allies	BuffDebuff																																		Limited		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20023	Zack	Zinogre Blade	Lightning Edge	Lightning	940.0	Single Enemy	Deal 940.0% Phys. Lightning damage [Rng: Single Enemy] \nWhen HP is greater than 70.0%, x1.2 damage 	Phys.	4		Multiply Damage	When HP is greater than 70.0%					120.0%		Single Enemy	AdditionalEffect																																												Crossover		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20024	Zack	Carrot Sword	Fira Surge A	Fire	290.0	All Enemies	Deal 290.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																																							Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
20025	Zack	Alba Blade	Ruinra Impact A	Non-Elemental	390.0	All Enemies	Deal 390.0% Phys. Non-Elemental damage [Rng: All Enemies] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		All Enemies	AdditionalEffect																																												Event		PATK Boost I	PATK Boost I	PATK Boost I		No limit
20026	Zack	Ultimate Type-99 Longsword	Ult. Slashing Thrust	Non-Elemental	1000.0	Single Enemy	Deal 1000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 30s] [Max pot: High] \nMDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 30s] [Max pot: High] 	Phys./Mag.	0		PDEF Down			30		30	High	High	Single Enemy	BuffDebuff	MDEF Down			30		30	High	High	Single Enemy	BuffDebuff																																		Ultimate	30				30	1
20027	Zack	Beatrix Sword	Gale Slash	Wind	940.0	Single Enemy	Deal 940.0% Phys. Wind damage [Rng: Single Enemy] \nWhen debuff is on target, x1.2 damage 	Phys.	4		Multiply Damage	When debuff is on target					120.0%		Single Enemy	AdditionalEffect																																												Event		ATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20028	Zack	Durandal	Ray Blade	Non-Elemental	2000.0	Single Enemy	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \n+3 ATB Gauge [Rng: Self] \nPATK Up [Pot: High] [Rng: Self] [Dur: 30s] [Ext: 30s] [Max pot: High] \nMATK Up [Pot: High] [Rng: Self] [Dur: 30s] [Ext: 30s] [Max pot: High] 	Phys./Mag.	0		ATB+						3		Self	AtbChangeEffect	PATK Up			30		30	High	High	Self	BuffDebuff	MATK Up			30		30	High	High	Self	BuffDebuff																								Ultimate	15				50	3
20029	Zack	White Tree	Aerora Surge A	Wind	290.0	All Enemies	Deal 290.0% Mag. Wind damage [Rng: All Enemies] 	Mag.	4																																																							Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
20031	Zack	Sword of the Hunt	Ice Arc	Ice	800.0	All Enemies	Deal 800.0% Mag. Ice damage [Rng: All Enemies] \nWhen HP is greater than 50.0%, Applies Exploit Weakness [Pot: 35.0%] [Rng: Self] [Dur: 60s] [Ext: 12s] 	Mag.	4		Exploit Weakness	When HP is greater than 50.0%		60		12	35.0%		Self	StatusChangeEffect																																												Featured		ATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20032	Zack	Zenithian Sword	Big Banga Slash	Fire	1120.0	Single Enemy	Deal 1120.0% Phys. Fire damage [Rng: Single Enemy] \nApplies Status Ailment: Fire Weakness [Rng: Single Enemy] [Pot: 30.0%] [Dur: 60s] [Ext: 12s]\nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		Status Ailment: Fire Weakness			60		12	30.0%		Single Enemy	StatusConditionEffect	MDEF Up			30		10	Mid	High	All Allies	BuffDebuff																																		Crossover		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20033	Zack	Buster Sword Origin	High Braver	Non-Elemental	860.0	Single Enemy	Deal 860.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Event		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20034	Zack	Surfer Blade	Off the Rip	Non-Elemental	740.0	All Enemies	Deal 740.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPDEF Down [Pot: High] [Rng: All Enemies] [Dur: 40s] [Ext: 13s] [Max pot: High] \nWhen HP is greater than 70.0%, PATK Up [Pot: High] [Rng: All Allies] [Dur: 40s] [Ext: 13s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		PDEF Down			40		13	High	High	All Enemies	BuffDebuff	PATK Up	When HP is greater than 70.0%		40		13	High	High	All Allies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																								Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20035	Zack	Magatsuchi Blade	Defaithra Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		MATK Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
20036	Zack	Virtuous Contract	Dequakera Surge A	Non-Elemental	250.0	All Enemies	Deal 250.0% Mag. Non-Elemental damage [Rng: All Enemies] \nEarth Resistance Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		Earth Resistance Down			35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
20037	Zack	Rousing Arc Sword	Shocksault	Lightning	900.0	Single Enemy	Deal 900.0% Phys. Lightning damage [Rng: Single Enemy] \nWhen HP is greater than 70.0%, x1.2 damage 	Phys.	4		Multiply Damage	When HP is greater than 70.0%					120.0%		Single Enemy	AdditionalEffect																																												Guild		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20038	Zack	Festive Sword	Planet's Lightwave	Non-Elemental	1340.0	All Enemies	Deal 1340.0% Mag. Non-Elemental damage [Rng: All Enemies] \nApplies Exploit Weakness [Pot: 40.0%] [Rng: All Allies] [Dur: 60s] [Ext: 20s] \nApplies Enliven [Pot: 0.0%] [Rng: All Allies] [Dur: 60s] [Ext: 20s] \n[Crit rate:10.0%] \n{Spade Customization} On first use, Gains 3 extra uses of own Gear C. Ability	Mag.	4		Exploit Weakness			60		20	40.0%		All Allies	StatusChangeEffect	Enliven			60		20	0.0%		All Allies	StatusChangeEffect	Crit Rate						10.0%		All Enemies	AdditionalEffect	Gain Extra Use of Gear C. Ability	On first use	Spade			3		Self	CostumeCountChangeEffect															Limited		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20039	Zack	Gelid Sword	Riven Glacier	Ice	1340.0	Single Enemy	Deal 1340.0% Mag. Ice damage [Rng: Single Enemy] \nIce Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \nWhen debuff is on target, Ice Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nOn first use, Applies Haste [Rng: All Allies] [Dur: 15s] [Ext: 5s] \n{Heart Customization} Deal 1680.0% Mag. Ice damage [Rng: Single Enemy] 	Mag.	4		Ice Resistance Down			25		8	Mid	High	Single Enemy	BuffDebuff	Ice Damage Up	When debuff is on target		25		8	Mid	High	All Allies	BuffDebuff	Haste	On first use		15		5	0.0%		All Allies	StatusChangeEffect	Deal 1680.0% Mag. Ice damage [Rng: Single Enemy] 		Heart			1680.0		Single Enemy	DamageEffect															Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
20041	Zack	Divine Emissary	Glorious Blade	Non-Elemental	2000.0	All Enemies	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: All Enemies] \nApplied Stats Buff Tier Increased [Pot: Mid] [Rng: All Allies] [Dur: +30s] [Max Tier: Extra High] \nIncreases Summon Gauge 100.0% [Rng: All Allies] \n+3 ATB Gauge [Rng: All Allies] 	Phys./Mag.	0		Applied Stats Buff Tier Increased					30	Mid	Extra High	All Allies	BuffDebuffEnhance	Increases Summon Gauge						100.0%		All Allies	SpecialGaugeChangeEffect	ATB+						3		All Allies	AtbChangeEffect																								Ultimate	0				60	2
49001	Sephiroth	Nameless	Telluric Fury	Non-Elemental	240.0	Single Enemy	Deal 240.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 14s] [Ext: 4s] [Max pot: Mid] \n[Crit rate:10.0%] 	Phys.	2		MDEF Down			14		4	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		ATK Boost I	ATK Boost I	PATK Boost I		No limit
49002	Sephiroth	Edged Wings	Aerial Frostblade	Ice	800.0	Single Enemy	Deal 800.0% Mag. Ice damage [Rng: Single Enemy] 	Mag.	4																																																							Featured		ATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49003	Sephiroth	Glaireid	Sweeping Slash	Non-Elemental	650.0	All Enemies	Deal 650.0% Phys. Non-Elemental damage [Rng: All Enemies] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		All Enemies	AdditionalEffect																																												Featured		ATK Boost I	ATK Boost I	ATK Boost (Earth) I		No limit
49004	Sephiroth	Aonibi	Frenzied Stance	Heal	16.0	Self	Mag. heal is cast [16.0% of Healing Pot.] [Rng: Self] \nMATK Up [Pot: High] [Rng: Self] [Dur: 44s] [Ext: 14s] [Max pot: High] \nApplies Regen [Rng: Self] [Dur: 15s] [Ext: 3s] 	Mag.	4		MATK Up			44		14	High	High	Self	BuffDebuff	Regen			15		3	30.0%		Self	StatusChangeEffect																																		Featured		ATK Boost I	ATK Boost I	HEAL Boost I		No limit
